user_id,birthday,gender,birth,birth_year,birth_month
552289829,,0.0,2008-12-23,2008,12
571159301,20110720.0,1.0,2011-07-20,2011,7
593517038,20120626.0,1.0,2012-06-26,2012,6
603123248,20131121.0,0.0,2013-11-21,2013,11
606918860,20120627.0,0.0,2012-06-27,2012,6
614946692,20140611.0,1.0,2014-06-11,2014,6
631917779,20121023.0,1.0,2012-10-23,2012,10
642755513,20131026.0,0.0,2013-10-26,2013,10
644854097,20140318.0,0.0,2014-03-18,2014,3
646222766,20100228.0,0.0,2010-02-28,2010,2
648241169,20131005.0,0.0,2013-10-05,2013,10
650723936,20141006.0,0.0,2014-10-06,2014,10
653290859,,1.0,2007-08-20,2007,8
659749250,20121015.0,0.0,2012-10-15,2012,10
664236959,20120726.0,0.0,2012-07-26,2012,7
667774265,20131010.0,0.0,2013-10-10,2013,10
672265151,20121128.0,0.0,2012-11-28,2012,11
674451014,20110115.0,0.0,2011-01-15,2011,1
675728690,20101115.0,0.0,2010-11-15,2010,11
678827114,20130119.0,0.0,2013-01-19,2013,1
685332320,20120223.0,0.0,2012-02-23,2012,2
689783888,20140304.0,0.0,2014-03-04,2014,3
692815952,20130714.0,1.0,2013-07-14,2013,7
697241495,20100517.0,0.0,2010-05-17,2010,5
